"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"3676","M","36-45","12","2","3","0","54","440602"
"3677","F","26-35","4","2","1","0","26","215912"
"3678","M","18-25","4","2","1","0","61","666510"
"3679","M","26-35","0","2","5","1","533","3848215"
"3680","F","46-50","2","3","1","1","25","189638"
"3681","M","0-17","0","3","1","0","178","2001885"
"3682","F","55+","11","3","5","0","31","324338"
"3683","F","26-35","0","2","4","0","37","339609"
"3684","M","26-35","7","3","3","0","15","112830"
"3685","F","26-35","1","3","1","0","26","212430"
"3686","F","26-35","20","3","2","0","17","148044"
"3687","F","26-35","0","2","5","0","30","355662"
"3688","F","26-35","0","2","1","1","11","102247"
"3689","F","18-25","0","3","5","1","9","89851"
"3690","F","26-35","0","1","1","0","76","844854"
"3691","F","26-35","17","1","2","0","69","841694"
"3692","M","51-55","18","3","3","0","77","623327"
"3693","M","26-35","6","1","2","0","487","4664260"
"3694","M","18-25","4","3","4","0","82","438397"
"3695","F","18-25","4","2","4","0","29","225623"
"3696","F","18-25","4","3","4","1","18","164935"
"3697","M","46-50","14","3","5","1","119","989965"
"3698","M","26-35","7","3","4","0","17","210308"
"3699","M","26-35","7","3","4","0","20","200512"
"3700","M","18-25","0","3","5","1","65","778442"
"3701","M","18-25","1","2","2","1","39","451357"
"3702","M","18-25","12","2","1","0","78","561907"
"3703","M","18-25","0","3","1","1","11","121287"
"3704","F","36-45","9","3","1","0","16","150003"
"3705","M","26-35","6","2","4","0","119","1087368"
"3706","F","36-45","1","3","2","0","27","309523"
"3707","M","18-25","4","1","5","0","101","575307"
"3708","F","36-45","19","2","3","0","288","2556686"
"3709","M","26-35","7","1","3","1","670","5153189"
"3710","M","36-45","6","3","2","0","27","434078"
"3711","M","51-55","7","3","2","0","38","436678"
"3712","M","26-35","15","1","1","0","57","577709"
"3713","M","36-45","17","2","1","0","62","696087"
"3714","M","36-45","7","3","3","0","36","357824"
"3715","M","26-35","15","1","2","1","22","207533"
"3716","M","26-35","17","3","1","0","76","796167"
"3717","F","26-35","3","1","2","1","171","1762790"
"3718","M","36-45","3","3","2","1","29","280605"
"3719","M","46-50","17","3","1","1","21","229588"
"3720","M","26-35","12","2","2","0","68","755153"
"3721","M","26-35","17","3","3","1","30","440703"
"3722","M","26-35","20","1","3","1","392","2829330"
"3723","M","46-50","20","3","2","0","96","965847"
"3724","M","55+","7","2","2","0","352","3809263"
"3725","M","26-35","17","1","4","1","583","4622308"
"3726","M","18-25","1","2","1","0","279","2078945"
"3727","M","26-35","1","1","2","1","13","127813"
"3728","M","51-55","2","3","2","1","95","991285"
"3729","M","26-35","20","2","2","0","21","304636"
"3730","F","26-35","1","2","2","0","450","3339265"
"3731","M","18-25","4","3","2","0","71","693662"
"3732","F","18-25","6","3","2","0","70","669356"
"3733","F","26-35","7","2","2","1","57","528171"
"3734","M","26-35","1","2","3","0","159","1686279"
"3735","M","18-25","2","2","3","0","309","3436774"
"3736","M","26-35","7","2","4","0","49","542807"
"3737","F","51-55","8","2","2","0","279","2512863"
"3738","M","26-35","17","3","1","0","109","856486"
"3739","F","26-35","14","2","3","1","11","84284"
"3740","M","51-55","14","3","4","1","58","617512"
"3741","F","26-35","0","2","4","0","39","387915"
"3742","M","46-50","18","1","5","0","697","6044178"
"3743","F","36-45","16","2","5","0","350","2838078"
"3744","F","0-17","10","2","3","0","30","133494"
"3745","M","18-25","4","3","4","1","74","599108"
"3746","M","26-35","12","3","2","1","37","397719"
"3747","M","36-45","0","3","1","0","36","302041"
"3748","M","26-35","7","2","2","0","253","1956173"
"3749","M","26-35","15","3","2","0","40","402054"
"3750","M","36-45","0","3","5","0","37","369320"
"3751","M","18-25","3","2","1","0","223","2233110"
"3752","M","26-35","12","1","1","0","44","353932"
"3753","M","51-55","16","2","5","1","32","351641"
"3754","M","26-35","14","2","2","1","182","2422990"
"3755","M","26-35","14","3","2","1","43","473724"
"3756","M","26-35","17","3","2","1","58","697142"
"3757","F","36-45","20","3","2","1","28","279288"
"3758","M","18-25","14","3","5","0","24","237045"
"3759","F","46-50","9","2","3","1","101","984958"
"3760","M","26-35","0","3","2","0","172","1975078"
"3761","M","46-50","17","3","1","0","86","939309"
"3762","M","18-25","4","3","4","0","25","281046"
"3763","M","26-35","17","1","4","0","20","201383"
"3764","M","26-35","0","3","3","0","15","203967"
"3765","M","51-55","20","3","1","1","125","1418940"
"3766","F","0-17","10","3","3","0","30","178683"
"3767","M","46-50","14","3","4","1","47","434293"
"3768","M","18-25","12","3","1","0","162","1462024"
"3769","M","18-25","17","3","1","0","26","179682"
"3770","M","26-35","17","3","1","0","13","106039"
"3771","M","18-25","4","3","5","0","67","467933"
"3772","M","26-35","1","3","3","0","28","314411"
"3773","F","46-50","2","3","5","0","48","453104"
"3774","M","26-35","7","1","4","0","73","1016365"
"3775","M","26-35","0","3","5","0","30","301821"
"3776","M","26-35","0","3","4","0","19","189840"
"3777","M","46-50","1","3","2","1","15","185765"
"3778","M","36-45","16","2","5","0","280","2915392"
"3779","M","26-35","3","3","2","1","18","166305"
"3780","M","26-35","7","3","3","0","35","318478"
"3781","M","18-25","2","2","2","1","44","319281"
"3782","M","55+","14","3","2","1","107","1084897"
"3783","M","51-55","16","3","3","1","8","49104"
"3784","M","18-25","4","1","2","1","371","2625326"
"3785","M","26-35","12","2","5","1","342","3629674"
"3786","M","36-45","7","1","5","1","44","499883"
"3787","M","18-25","4","3","2","0","175","1504347"
"3788","M","46-50","17","3","1","1","71","622352"
"3789","M","46-50","6","3","1","1","79","856437"
"3790","M","18-25","4","3","4","0","48","478242"
"3791","F","55+","16","1","2","1","54","508869"
"3792","M","26-35","20","1","1","0","284","2800411"
"3793","M","26-35","6","3","5","1","33","238681"
"3794","M","36-45","16","1","3","1","94","942297"
"3795","F","36-45","0","3","1","1","33","257851"
"3796","M","36-45","0","2","3","0","80","714203"
"3797","M","55+","17","3","4","0","14","170835"
"3798","M","46-50","11","3","1","0","61","598362"
"3799","M","26-35","17","1","1","0","29","252469"
"3800","F","26-35","14","2","3","1","224","2112627"
"3801","M","18-25","14","3","1","0","40","353430"
"3802","M","26-35","5","3","3","0","93","1746284"
"3803","M","26-35","0","3","2","0","93","832194"
"3804","M","0-17","10","3","2","0","52","537302"
"3805","M","26-35","17","3","4","0","39","426211"
"3806","M","51-55","17","3","2","0","38","533527"
"3807","F","18-25","14","2","3","1","32","249718"
"3808","M","26-35","0","2","3","0","94","794183"
"3809","M","18-25","17","1","3","0","45","386377"
"3810","M","26-35","20","1","3","0","139","1477700"
"3811","M","18-25","0","1","2","1","16","172512"
"3812","M","26-35","4","1","3","0","57","729990"
"3813","M","18-25","17","2","1","0","81","722725"
"3814","M","36-45","4","3","4","0","71","843948"
"3815","F","36-45","3","3","5","1","13","108865"
"3816","M","26-35","4","1","3","1","289","2899640"
"3817","F","36-45","9","1","1","0","57","585767"
"3818","M","26-35","18","3","2","0","13","121234"
"3819","M","46-50","0","3","4","0","35","413598"
"3820","M","36-45","17","3","2","0","34","420486"
"3821","M","26-35","14","3","3","1","45","433058"
"3822","M","18-25","4","2","2","0","95","701411"
"3823","M","36-45","2","3","3","0","48","574221"
"3824","M","51-55","12","3","2","1","38","370751"
"3825","M","26-35","12","3","2","1","60","664252"
"3826","F","26-35","16","3","3","0","87","882389"
"3827","M","26-35","0","3","2","1","13","136549"
"3828","M","26-35","5","2","2","1","347","3105976"
"3829","M","55+","3","3","1","1","95","1039805"
"3830","M","26-35","5","3","2","0","145","1414354"
"3831","M","26-35","7","3","1","1","18","185817"
"3832","F","36-45","6","1","2","0","15","150631"
"3833","M","26-35","0","2","3","0","357","2278566"
"3834","M","36-45","18","3","5","0","100","919271"
"3835","F","36-45","12","3","4","1","22","212884"
"3836","M","55+","2","3","3","1","41","542072"
"3837","M","26-35","2","3","3","0","48","513298"
"3838","M","46-50","7","3","2","1","15","164309"
"3839","M","36-45","20","2","4","1","266","2440164"
"3840","M","46-50","17","3","1","1","29","254674"
"3841","M","18-25","4","2","5","0","336","2370730"
"3842","F","36-45","7","3","3","1","35","293027"
"3843","F","36-45","16","3","2","0","26","190287"
"3844","F","46-50","1","2","3","0","292","2357711"
"3845","F","26-35","12","2","1","0","148","1467886"
"3846","M","26-35","0","3","4","0","52","624451"
"3847","F","46-50","12","3","2","1","54","365771"
"3848","M","46-50","0","3","4","0","46","407060"
"3849","M","26-35","4","3","4","0","46","282501"
"3850","F","18-25","4","3","4","1","109","1407104"
"3851","F","46-50","1","3","4","0","31","278113"
"3852","M","26-35","12","1","5","0","137","1462915"
"3853","M","18-25","4","3","5","0","24","274015"
"3854","M","36-45","0","3","1","1","84","1059507"
"3855","M","26-35","0","3","5","0","16","188739"
"3856","M","36-45","11","2","2","0","205","2022332"
"3857","M","46-50","7","3","2","0","98","890595"
"3858","F","46-50","1","3","2","1","16","76698"
"3859","F","36-45","14","3","2","1","12","97393"
"3860","M","26-35","1","3","2","0","141","1282446"
"3861","F","55+","0","1","5","0","36","381019"
"3862","M","51-55","20","1","3","0","279","2772335"
"3863","M","55+","16","3","2","1","38","499260"
"3864","M","18-25","11","3","4","0","168","1844992"
"3865","M","26-35","0","3","3","1","29","249947"
"3866","F","18-25","2","1","2","0","236","1501681"
"3867","M","26-35","2","3","2","0","50","720616"
"3868","M","55+","7","1","2","1","10","87549"
"3869","F","26-35","2","3","3","1","150","1365228"
"3870","F","18-25","4","2","1","0","201","1635171"
"3871","F","26-35","6","3","4","0","14","128436"
"3872","M","26-35","7","1","2","1","37","377752"
"3873","M","36-45","0","3","2","1","64","632947"
"3874","F","26-35","5","2","2","0","52","515952"
"3875","F","26-35","0","2","5","0","154","1253796"
"3876","M","36-45","14","3","5","1","14","127918"
"3877","M","36-45","13","3","3","1","76","947176"
"3878","F","51-55","9","3","2","1","62","595068"
"3879","M","26-35","4","3","3","0","27","183255"
"3880","F","46-50","0","3","4","1","107","870849"
"3881","M","55+","13","3","3","0","44","378034"
"3882","M","26-35","0","2","2","0","82","695951"
"3883","M","26-35","7","3","2","1","35","442196"
"3884","M","46-50","16","3","2","1","185","1449260"
"3885","M","26-35","7","3","3","1","28","221068"
"3886","F","18-25","4","3","3","0","31","207496"
"3887","F","26-35","14","2","5","0","122","960857"
"3888","M","51-55","12","1","1","1","115","1060499"
"3889","M","26-35","16","2","2","0","34","301552"
"3890","M","26-35","7","3","1","0","25","235326"
"3891","M","26-35","4","2","2","0","256","2808334"
"3892","M","26-35","0","2","3","0","199","1607900"
"3893","M","51-55","7","2","3","1","110","1209176"
"3894","M","36-45","17","3","4","1","89","1054373"
"3895","M","18-25","14","3","2","0","57","842946"
"3896","M","36-45","17","2","2","1","184","2023912"
"3897","M","46-50","0","3","5","1","189","1199040"
"3898","M","36-45","17","2","5","0","404","3460491"
"3899","M","36-45","7","2","4","0","38","414074"
"3900","F","26-35","1","2","2","1","235","1633870"
"3901","M","46-50","16","3","1","1","28","374886"
"3902","M","55+","13","3","5","1","23","275126"
"3903","M","51-55","0","3","2","1","72","729834"
"3904","M","36-45","7","3","4","0","135","1417507"
"3905","M","0-17","7","3","4","0","95","1085431"
"3906","M","36-45","12","1","2","1","311","2446787"
"3907","M","18-25","1","2","3","1","17","126030"
"3908","M","18-25","7","3","5","0","165","1032480"
"3909","M","26-35","14","3","1","0","11","94270"
"3910","M","26-35","17","2","5","0","28","172540"
"3911","M","18-25","4","3","1","0","22","227615"
"3912","M","26-35","1","3","5","1","125","1151078"
"3913","M","26-35","0","3","3","1","122","1110537"
"3914","F","46-50","3","2","3","1","58","475951"
"3915","M","51-55","0","2","2","0","382","3048629"
"3916","M","26-35","14","3","4","0","21","165115"
"3917","F","46-50","20","3","3","1","83","1194312"
"3918","M","36-45","17","3","2","1","10","75670"
"3919","M","26-35","6","3","2","1","46","595136"
"3920","M","51-55","20","2","2","1","438","4617591"
"3921","M","36-45","14","2","2","1","243","2163266"
"3922","F","36-45","9","3","2","1","54","466015"
"3923","M","26-35","5","2","4","1","132","871645"
"3924","F","55+","6","3","3","1","17","152448"
"3925","M","26-35","7","3","3","0","174","1549283"
"3926","F","26-35","7","3","1","1","31","452845"
"3927","M","26-35","4","1","3","0","306","2639231"
"3928","F","55+","3","3","5","1","41","304654"
"3929","M","36-45","7","2","4","1","66","556258"
"3930","M","26-35","0","3","1","1","29","263324"
"3931","M","26-35","12","2","2","0","90","1308109"
"3932","M","26-35","6","2","2","0","377","3578383"
"3933","M","26-35","0","3","2","1","66","669839"
"3934","M","18-25","4","3","2","1","33","378841"
"3935","M","26-35","1","3","3","1","72","525839"
"3936","M","51-55","16","3","3","0","30","226673"
"3937","M","51-55","6","3","2","1","15","132487"
"3938","M","26-35","16","1","3","1","33","402353"
"3939","M","26-35","20","2","3","1","97","910987"
"3940","M","18-25","3","2","3","0","485","4357233"
"3941","M","36-45","15","2","4","1","241","2333547"
"3942","F","26-35","15","2","4","0","81","795459"
"3943","F","36-45","3","2","2","0","32","313566"
"3944","M","55+","13","3","3","0","21","178246"
"3945","M","46-50","17","3","1","0","21","227405"
"3946","M","18-25","4","2","2","1","29","484929"
"3947","F","36-45","1","2","2","0","422","3918532"
"3948","M","46-50","11","1","4","1","208","2279081"
"3949","M","36-45","6","2","2","0","100","1114559"
"3950","M","18-25","14","3","3","0","54","377578"
"3951","M","26-35","2","2","1","0","20","235426"
"3952","M","26-35","18","2","2","0","298","2706254"
"3953","M","36-45","3","2","2","0","365","3383842"
"3954","M","51-55","0","2","5","1","234","1911996"
"3955","M","0-17","10","2","2","0","10","75906"
"3956","M","36-45","6","3","2","1","22","207480"
"3957","M","26-35","6","2","4","1","277","2451245"
"3958","M","26-35","14","3","2","1","18","108835"
"3959","M","26-35","18","3","3","1","133","1316414"
"3960","M","51-55","6","3","2","1","20","176170"
"3961","M","26-35","7","3","2","0","202","1849649"
"3962","F","36-45","1","3","5","0","31","338881"
"3963","M","46-50","0","1","2","1","557","4152683"
"3964","F","46-50","5","3","2","1","13","202604"
"3965","M","26-35","0","3","3","0","54","484361"
"3966","M","46-50","20","3","5","1","40","276530"
"3967","M","55+","3","3","3","1","9","104817"
"3968","M","36-45","15","3","2","1","17","209699"
"3969","M","26-35","15","3","3","0","75","869242"
"3970","M","26-35","17","3","4","1","57","514376"
"3971","M","51-55","6","2","5","0","135","1280808"
"3972","M","36-45","6","3","1","0","15","119092"
"3973","M","26-35","16","2","4","1","31","354730"
"3974","M","26-35","17","1","3","0","27","223448"
"3975","F","36-45","2","1","4","0","130","1319038"
"3976","M","26-35","15","3","1","0","140","1209364"
"3977","M","36-45","17","2","4","1","265","2611127"
"3978","M","36-45","1","3","3","0","50","608989"
"3979","M","18-25","12","3","3","0","25","237987"
"3980","M","26-35","20","2","5","0","74","636278"
"3981","M","55+","14","1","1","0","429","3482202"
"3982","M","55+","13","3","1","0","96","952395"
"3983","F","26-35","6","1","2","0","452","4094730"
"3984","F","0-17","10","2","3","0","184","1938440"
"3985","M","0-17","4","3","2","0","31","229940"
"3986","M","26-35","3","2","5","1","242","2003034"
"3987","M","26-35","7","1","2","0","391","3847749"
"3988","M","55+","6","3","2","1","105","1011851"
"3989","M","26-35","17","1","3","1","63","526268"
"3990","F","26-35","0","3","5","0","38","286016"
"3991","M","26-35","4","3","3","0","91","902378"
"3992","M","26-35","17","3","4","0","150","1568719"
"3993","M","26-35","7","3","4","0","19","139926"
"3994","M","36-45","7","3","5","0","66","948118"
"3995","M","36-45","17","3","1","0","69","647765"
"3996","M","55+","6","3","2","0","13","172469"
"3997","M","18-25","4","3","4","0","52","544673"
"3998","M","0-17","10","3","2","0","57","327894"
"3999","M","18-25","16","3","2","0","75","598446"
"4000","M","18-25","16","3","2","0","82","941657"
"4001","M","51-55","7","3","2","1","32","194587"
"4002","M","26-35","16","3","2","0","14","93881"
"4003","F","26-35","0","2","2","0","195","2265435"
